324;31;291;1
325;31;292;0
326;30;292;1
327;30;292;1
328;30;292;1
329;31;292;0
330;32;291;0
331;32;291;0
332;32;291;0
333;31;291;1
334;32;290;1
335;31;290;2
336;31;290;2
337;31;290;2
338;30;290;3
339;31;290;2
340;31;290;2
341;34;289;0
342;34;289;0
343;34;289;0
344;33;289;1
345;34;288;1
346;34;288;1
347;35;288;0
348;35;288;0
349;34;288;1
350;34;288;1
351;33;288;2
352;35;287;1
353;34;287;2
354;36;286;1
355;36;286;1
356;37;286;0
357;37;286;0
358;36;287;0
359;36;287;0
360;35;287;1
361;34;287;2
362;34;287;2
363;36;286;1
364;36;286;1
365;37;286;0
366;38;285;0
367;37;285;1
368;36;285;2
369;36;285;2
370;35;285;3
371;36;285;2
372;37;285;1
373;38;285;0
374;37;285;1
375;36;285;2
376;36;285;2
377;36;285;2
378;36;285;2
379;36;285;2
380;36;285;2
381;38;285;0
382;39;284;0
383;39;284;0
384;38;284;1
385;38;284;1
386;38;284;1
387;38;284;1
388;38;284;1
389;38;284;1
390;38;284;1
391;40;283;0
392;40;283;0
393;40;283;0
394;39;283;1
395;39;283;1
396;39;283;1
397;39;283;1
398;38;283;2
399;38;283;2
400;37;283;3
401;38;283;2
402;39;283;1
403;39;283;1
404;38;283;2
405;39;282;2
406;39;282;2
407;41;282;0
408;41;282;0
409;41;282;0
410;41;282;0
411;41;282;0
412;40;282;1
413;41;281;1
414;41;281;1
415;42;281;0
416;41;281;1
417;40;281;2
418;40;281;2
419;40;281;2
420;41;281;1
421;41;281;1
422;40;281;2
423;41;281;1
424;40;282;1
425;40;282;1
426;41;282;0
427;41;282;0
428;40;282;1
429;40;282;1
430;39;282;2
431;40;281;2
432;41;281;1
433;40;281;2
434;40;281;2
435;40;281;2
436;41;281;1
437;41;281;1
438;42;281;0
439;41;281;1
440;40;281;2
441;40;281;2
442;40;281;2
443;41;281;1
444;42;281;0
445;42;281;0
446;42;281;0
447;42;281;0
448;42;281;0
449;41;281;1
450;41;281;1
